0	504
1	1229
2	1145
3	1216
4	1186
5	1192
6	1185
7	1285
8	1328
9	1462
10	1349
11	1419
12	1390
13	1432
14	1186
15	1285
16	1277
17	1404
18	1286
19	1315
20	1276
21	1275
22	1385
23	1302
24	1342
25	1304
26	1119
27	1228
28	1333
29	1237
30	1191
31	1083
32	1112
33	1151
34	1066
35	1055
36	905
37	959
38	958
39	920
40	1003
41	961
42	1065
43	1114
44	1128
45	1322
46	1072
47	1037
48	1263
49	1198
50	1202
51	1219
52	834
53	7
